Rating,Date Experienced,Review Title,Review,Dominant Emotion,Confidence Score
2,2023-12-13,Overpriced,excite worth value new nicely build unfortunately overpriced appreciate welcome price thats catch final basic price £ construct layout small expect much big space price much waste space unorganised position machine miss kg dumbbell set free weight miss key machine biceps curl triceps press lat pulldown lateral raise calf press hack squat low amount cardio machine price good amount cable crossover good amount functional stuff deadlift rack could move use back side puregyms cheap big area understand one high price maybe access thats compensate issue mention really hope consider act advise low price add stuff,sadness,0.5596831440925598
1,2023-12-12,Long term member,long term member hr daughter go work arrive leave get £ park ticket car park open barrier etc use homebase mcdonalds reason look small print see dark say park reason restriction car park apart make money people use hour purgym make clear website park available hour state,surprise,0.3034753203392029
1,2023-09-07,"not suitable for a white working class….racist undertones unwelcoming for white males ,SAD FACTS not opinions",suitable white work class male enter virtually marched management ridicule abused h r say sorry offer £ pound discount shameful place ethnicity welcome sad sad place silver medalist gracie jujitsu fighter terrible experience would advise white person enter feel fact shameful place excellent welcome professional suitable white people simple,sadness,0.9902178645133972
2,2023-12-11,Scam when freezing membership,feel totally scammed accident workout month remember bill date mid december rush freeze membership turn need around day earlier need pay month usual next freeze price help get annoyed try cancel membership good even allow till bill date pass day make sure claim back bank believe trick app way basically anything subscription nowadays allow even cancel day bill date get money month last area price crowd probably dirty never see clean around also bloody cold try shower winter time,anger,0.510936975479126
2,2023-12-13,Not as good,bit small side change room male female big locker half already take people keep stuff night pls take bag u leave free locker still miss many machines… clean station sanitise spray clean sweaty bench really uncomfortable make feel bad use dirty bench cover sweat close due unforeseen circumstance get email long reopen compare one well,sadness,0.9443276524543762
1,2023-12-12,the gym & class offer is basic,staff lovely basic offer class thin ground one big sell point free class line feature outside along wall yet maybe class day class always full increase number popular class reduce min class minute available basically pay monthly fee access treadmill weight much sell disappointing addition culture perpetuate young men also completely unacceptable place modern society woman feel safe able mind business sadly seem case one solution ‘female space zero tolerance policy lead,joy,0.4788998067378998
2,2023-12-06,Freezing showers no repair in sight,shower broken freeze month never actually hot lady year + member source alternative join need get clean training shame corporate care client staff andover lovely anything failure break ablution wifi without corporate authority never forthcoming,sadness,0.6511998772621155
1,2023-12-15,The gym is closed atm,close atm close yesterday pm today close information go open explanation,surprise,0.4549773633480072
1,2023-12-04,There never seems to be any hot water…,never seem hot water shower men change room even lose shower assume due cost save another issue stand cold changing room wait available shower non less surely legal requirement provide certain level warms place open pay member public save money refit block three shower surely penny jar warmer air water,sadness,0.3086850047111511
2,2023-12-17,Caution with PT's,fault clean good standard well maintain however take caution consider hire one pt say due ongoing investigation regard pt pt hire promised £ month session fitness plan could follow however deliver person session completely contradict online session set diet plan completely need supplement match watch stipulate told pt could take creatine yet diet plan heavily rely end several injury result exercise set reason hire pt could recover injury among thing pt deliver booked session promise meet th however count one cancel book one short notice rearrange time completely unsuitable even though attend complete half end injury book run session day another run session pt check online session set end able rest leg hear anything pt week surprise find pt charge another month direct debit set subscription agreement set pt ask whether want another month pt deliver one month worth session nearly week since money take pt still book session even contact clearly never intend delivering session month try contact make aware situation pt still operate issue still resolve really hear anyone beyond odd email state aware sort publicly shame prepared give time resolve issue however hear anything much choice,fear,0.7904186248779297
2,2023-12-10,"Poor gym etiquette, Norwich Aylsham Road",okay could benefit extra leg machine e g hack squat well calf raise machine e g stand straight leg locker outside change room annoy start get used couple month big issue fact always plate people bother put weight back large number norwich include castle mall city country never see bad culture really poor management need something way encourage remind positive responsible behaviour lot people zero respect place people use say imagine young sister grand mother join able use half machine get kg plate cannot remove safely really really poor,joy,0.2979651093482971
1,2023-12-14,Cancelling membership is scam,make impossible cancel membership click cancel membership button link information process cancel membership link tell go cancel membership button come told follow instruction go press button say follow instruction press button tell follow instruction press button tell follow instruction press button,sadness,0.5009076595306396
1,2023-12-11,It’s gross,gross come awful today day think leave fact chatham one close around every machine use snotty tissue bottle leave chocolate wrapper use cotton ear bud gross mention get one part heat full blast always hot give motivation stay sweaty body enough let alone heat shame,sadness,0.597967267036438
1,2023-12-04,"Smelly showers, busy gym",smelly shower manager touch client inappropriately train shift full teenager rattle maintain ceiling leak regularly heavy rain,disgust,0.5011422634124756
1,2023-12-07,So much for requiring members to be…,much require member place run year old hogging school anyone check… update response comment seriously expect tell manager job take genius spot culprit expect risk life limb rat give head date time er…everyday school… duh🤦🤦,surprise,0.26273423433303833
2,2023-11-29,Well equipped gym and PT service and…,well equip pt service competitive rate however recent week feel like forgotten turn heat walnut street leicester put train week freeze unbelievably air con woman change room hot water either finger go numb could grip weight leave come need offer good basic facility temp absence hot water even legal h,sadness,0.9715701937675476
1,2023-11-27,Lake of classes,joined october mid november work start improve good thing however mean last week november till seem like mid december class reason join class date one able tell class resume think least keep member inform see pay membership attend provide class yes know go another however necessarily convenient offer class want time edgware class,joy,0.6550626158714294
1,2023-12-06,I am absolutely furious about the…,absolutely furious situation today ieva vasiliauskaite assistant manager shift entire day walk change room find biohazard urine floor shockingly ieva saw chose ignore issue casually walk beyond comprehension someone managerial role responsible maintain clean safe environment would neglect basic responsibility question give position clearly lack basic competence need job negligence unprofessional serious health risk fact could blatantly disregard blatant problem infuriate demand immediate action,anger,0.9866429567337036
2,2023-12-03,Very inconsistent with classes,inconsistent class instructor good less people class sometimes even notify advance great class pilate bayswater really need get good instructor class,neutral,0.6526201367378235
2,2023-11-19,I didn't even get to join,even get join email week ago arrange view pop rang bell one answer want check join majority work equiptment clean want enquire pt reply negative review leave reply managent seem look imporntant issue raise reassure well manage sadly try another reply tell get touch actually address issue already get touch th ignore,sadness,0.9171881079673767
1,2023-12-05,Dodgy gym,shower cold shower door close dirty shower clue staff check check machine knackered fixed west one branch basically shady shoddy,sadness,0.3256146013736725
1,2023-12-05,This gym is cold and wet,cold wet lovely large window cannot see anything due condensation maybe bit warmer would happen see people train coat week look forward carpet smell mould next week,disgust,0.32743579149246216
1,2023-12-11,The worst gym ever.,worst ever close maintenance inform bathroom nasty clean one water station,disgust,0.9142361879348755
2,2023-12-07,Poor Facilities,member cardiff gate several year must say whilst self pretty good suite need facility require maintenance changing room number damage locker hair dryer x one dryer work top shower absolutely poor best appear turned thermostat spring save energy cost remain poor throughout month go best barely warm mention one instructor laugh say warm enough great customer response winter period would expect water temperature improve colder period year would good idea employee check like puregyms,joy,0.6087395548820496
1,2023-11-14,ABSOLUTE JOKE OF A COMPANY,absolute joke company try buy towel vend machine witch never give towel way contact throw facebook messenger actual physical phone number speak someone hour finally contact back thats wait time tell work day well time come refund never go back threw hour process contact await reply tell exact person james refund would infact take work day well call james respond another person apology process take time anyway work day pass still refund back threw rigmarole hour process give detail like th work day still reply back yesterday give detail absolve joke cancel membership stick refund sun shine,neutral,0.3245961368083954
1,2023-12-01,It’s Freezing all the time in this gym,freezing time include water shower something strange go ac window stream constantly yet always cold would expect steamed little busy time time empty,surprise,0.8370552659034729
2,2023-12-16,"Showers cold, no air con",shower cold air con never thing could resolve would defo star great staff great,fear,0.49360501766204834
1,2023-12-05,"Rude manager, even worse from the PTs...",member two year say thankfully finally another option open area next week kit ok even placement kit poor fine youd expect issue staff see manager several time week since join even acknowledge say much hello say previous assistant manager majority personal trainer interaction welcome even smile even go far dirty look see overheard even insult make fun member make complaint ask leave review time ago get email telling wrong exactly kind place give bad name ignorance staff personal trainer would enough put new goer,joy,0.6779821515083313
1,2023-12-03,Absolute joke Denton gym that hot in…,absolute joke denton hot summer due aircon lose electolites train winter freezing last month s**t hole get money cleanliness terrible,sadness,0.7033466696739197
1,2023-12-13,Not worth the price & lack of customer service,excite open minute walk house quickly go home shower go straight work reason join member group cannot fault service second reason join promotional offer £ join open first six month price increase £ need rethink price increase member want value money provide example construct layout small expect much big space price much waste space deadlift rack could instead three mirror area see side angle addition way back extension position see side angle one long mirror dumbbell front view place front pillar discover cable machine wrong sticker weight think choose kg example really kg sign inform member landline position place carpet window open door rain water come make carpet extremely wet discover use landmine seat position tracksuit bottom soak informed manager sign place inform member whoever design leave critical element miss key machine biceps curl triceps press lat pulldown lateral raise calf press hack squat low amount cardio machine price example one upright bike good amount cable machine could believe provide cable straight bar use attachment cable machine narrow grip landmine handle row attachment shock good amount functional stuff open door public first thing shock fact change area toilet shower locker floor share men woman enough locker member also provide open shelf people put possession ridiculous sign say hold accountable anything go miss provide locker frustration increase open closed send email member tell u find go see sign say place shut due facility issue use close joke main reason join close proximity closest would crouch hill finsbury park muswell hill mean additional cost pay transport distance work contact customer service option give freeze membership would pay £ month find preposterous email send update member open could pay £ freeze membership open tomorrow tell keep eye email shock group never give timeframe keep update constantly make pay freeze membership cancel membership feel lot member leave first six month price increase reflect quality,surprise,0.45650768280029297
1,2023-12-01,Not the fault of the staff locally,fault staff locally clearly limited choice higher management poor almost every lock smash unusable month year complaint management see replace need wholesale replacement space huge poor use feel like logic think go go natural light constraint space dealt whit light paint scheme good electric light keep g premise free mould manage get basic right yes situation shower poor reduce + second low pressure tepid water exactly invigorate energise workout feel like might get comprehensive school receive investment thirty year bad space maintain management seem content run pity could good least far fix anything short order fix lovkers nothing g else belong safe robbery,sadness,0.8137057423591614
1,2023-12-12,"Can’t change my home gym,and there’s no…",change home phone number talk human home croydon move wandsworth,neutral,0.8915618062019348
2,2023-12-02,Good equipment but freezing showers,busy good let recent lowering water temperature shower avoid,neutral,0.5128861665725708
1,2023-10-01,The hair dryer is not working since…,hair dryer work since september 😫 afford buy new one ridiculous,anger,0.7264381647109985
1,2023-12-04,ABSOLUTLY FREEZING,absolutly freeze colder outside morning wonder dead,surprise,0.596232533454895
2,2023-12-10,Unfriendly staff and machines quite…,unfriendly staff machine quite close eachother,neutral,0.35326316952705383
1,2023-12-06,Rude Staff,rude staff intimidate respectful,fear,0.7331768870353699
1,2023-11-22,Disgusting changing rooms,disgust change room badly run,disgust,0.9327356815338135
1,2023-11-30,Customers… an inconvenience.,company deliberately refuse engage chat service promise reply ‘usually within hour choose bother phone line provide date information sudden unexpected end unexplained closure sign cash cow company concern customer,fear,0.9739237427711487
1,2023-11-29,Poor maintenance & poor Sanitary,toilet shower week sign bother repair fact anything breakdown get repair month air condition leak summer blow cold air winter weight leave place toilet often run toilet paper cheap show,anger,0.681701123714447
2,2023-11-30,Air conditioning,like huge problem really cold air condition work sure think necessary almost december useful would air circulation big number people air breathe glass wall steamy really easy effect floor next well want change carpet close future look save something please talk people cause want member shame become really good,sadness,0.42682409286499023
1,2023-11-30,Gone down hill impossible to get on a…,go hill impossible get bench unless go morning much well hour well price cancel,sadness,0.41637122631073
1,2023-11-29,No hot water for 3 months!,hot water month freeze outside,neutral,0.5822957754135132
1,2023-11-01,I'm truly devastated by the current…,truly devastated current state past month something felt dirty changing room unpleasant machine break seem like visible management feel like run without direction shock part terrible attitude assistant manager treat client well leave others feel mistreated leadership style unacceptable position give someone else additionally lift crucial individual mobility issue order month without anyone address issue drastic decline quality within month truly dishearten plea well treatment member would gladly welcome,sadness,0.9847363829612732
1,2023-11-22,Dirty,men change room disgust hole wall someone punch dirty smell awful really busy peak time renew membership,disgust,0.9730183482170105
2,2023-11-23,Spin Bikes,whilst spin instructor good bike terrible state seem run joke rather something need address even instructor frustrate bike situation rusty issue please get sort,anger,0.3753155767917633
1,2023-11-28,One star is generous,one star generous really tried give chance get bad every week filthy machine always break could tolerate belong steal “safe” locker sure ever return staff keenly aware people thing steal frequently really seem bother roid head thief proper joke,anger,0.7024248242378235
1,2023-11-28,Absolutely disappointed with this gym…,absolutely disappointed false advertising sign plus membership able use check could use borehamwood live watford work borehamwaood could try use borehamwood could get receive text say use app let change anything big waste time money,sadness,0.5383617281913757
2,2023-10-01,"Dumbbells scatter, gym smell sweaty",something scatter dumbbell barbell floor member put back place many time want use kg dumbbell go kg dumbbell zone smelly everytime walk smell musty sweaty smell time,disgust,0.6149539947509766
1,2023-11-27,Terrible company,terrible company take money account without permission share concern current state manager nothing change snowhill would question give good review especially cleanliness personal trainer staff maybe standard others use within chain personal trainer needless arrogant uninspiring old rust stink although product clean use member ultimately responsibility clean however clean spend time phone change room clean push vacuum around much never soap wash hand soap dispenser broken week end seem issue since mid would question management place chew gum stick carpet hard notice hard monitor cleanliness safety every personal trainer must disability use disabled toilet member need evidently convenient walk step change room foot away close live would leave,disgust,0.352488249540329
1,2023-05-31,Machine built incorrectly,really enjoy hip adductor abductor machine handle bolt wrong way leg part hit handle handle flush seat interfere movement get sick bruising thigh tell via instagram read st may still change since due able complete leg workout literally bolt undo turn right way,sadness,0.4342312514781952
1,2023-11-27,Hello,hello join bedford nearly three month ago first payment include call admin fee fee second payment monthly suppose £ take £ reason complaint ignore manager state customer service issue contact customer service member service email give get automatic response state sorry leave ignored cost get month take £ stop direct debit cancel membership despite pay spoke team point towards email previously mention like purecon £ three month membership membership suppose £ stay well clear,sadness,0.7136977314949036
2,2023-11-27,"Dirty, busy and machines out of order for long periods",certain machine order + week one specific machine meaning skip exercise routine week busy time hard use without wait age change room toilet always stink kept bad condition,disgust,0.7435950040817261
2,2023-11-25,They need to employ a cleaner,need employ clean someone dirty tissue mess floor day around leg press upstairs dread think many germ machine even clean large item also cover leg extension need replace raw edge split cover hurt back leg,fear,0.9012352824211121
1,2023-11-24,DO NOT use the soap I washed my hands…,use soap wash hand bathroom next thing know call ambulance painful reaction throughout whole body risk,fear,0.6798924207687378
2,2023-11-24,Water problem,hi recently become member two class really liked instructor great downside go shower hot water really inconvenient go work straight would like know problem fix think right advertise something provide,sadness,0.49081870913505554
1,2023-11-24,Cleanliness of lockers,cleanliness go year still enjoy always improvement make think locker ever clean inside locker filthy dirty full dust bacteria especially door locker surprisingly manager regional manager walk around see problem locker damage damage least dirty inside,disgust,0.6507735848426819
2,2023-11-22,Looks like others are noticing the cons…,look like others notice con new layout cardio plus leg workout area great change,surprise,0.609856128692627
1,2023-11-21,Terrible experience shower temperature…,terrible experience shower temperature set luke warm degree degree body temperature totally unacceptable complain response basically customer service dismissive barely warm shower company policy probably cancel membership join new open december bromley,fear,0.8673786520957947
1,2023-11-22,Overcrowded gym & unpleasant trainers,make minute late first last class book prefer use weight usually bus delay tell leave class cancel membership right post review proper way treat pay customer lateness min + would understand minute unpleasant sake trainer justify say miss warm class pack brim read low star review easily see manage book properly let honest issue respectable venue would check name allow attendee class would give minute grace entrance back nuffield go complaint break fairly frequently take fix venue smell bad generally make wonder hygiene standard severe overcrowd peak time understand budget guess come territory indeed decide try class time around would challenge secure squat rack time pm wednesday review pertains leg ab tum class wednesday nd november pm toodles p would appreciate venue respond tell “popular” venue low rating review budget allow oversubscription poor book management popular girl class real cute public perception management attempt suppose,sadness,0.7548214197158813
1,2023-11-22,NO HOT WATER AGAIN!,write review seem like way fix thing shower order week due hot water issue say issue resolve last week use shower water ice cold barely water pressure instead go bad people use shower morning like work go huge inconvenience pay membership get full amenity also problem go long time year especially get bad winter seem like try skimp hot water summer always hot,sadness,0.48480504751205444
1,2023-11-14,Average gym,good business model average atmosphere hr supermarket make rule like bag wear footwear none staff say anything main gig personal training machine constantly use hot water well week,neutral,0.8069412112236023
1,2023-11-21,Men’s changing rooms and showers closed…,men change room shower close due drain problem warn morning go think happen yesterday also close week back well member year long open history drainage leak issue staff response morning helpful although fix either,sadness,0.4520499110221863
2,2023-11-01,Average at best,staff include management hang around desk time laugh joke people actually change room warm enough locker monopolise people lock leave premise check staff despite website state every night music loud wifi provide connect signal poor okay price well manage change room bit unclean also peak hour state website minute later,joy,0.7669525146484375
2,2023-11-14,Machine hoggers,cable machine far popular four machine always occupy matter time day train outside peak hour user hog long period time last week ask young lad already min many set get quite machine like use say unfair user shrugged comment group guy hog machine together age short physically drag someone customer mean constantly snitch staff either time invest timer say min max per user purchase machine replace less popular one adressed cancel membership,anger,0.48542943596839905
1,2023-11-19,They suspend you over a silly stuff,suspend silly stuff even give warn email letter give warn put back weight suspend straight away could waste money forget put back weight sometimes suspend everything,anger,0.4462309777736664
1,2023-11-19,The condition of the toilets and sink…,condition toilet sink woman change room appal sink stink toilet constantly clog order twickenham picture,disgust,0.7909419536590576
1,2023-11-18,Update: And still the most foul-smelling Gym in Halifax!,communication manager say november email “although issue air condition still ventilation check confirmed operational ” go thnovember enter pod could feel heat stench sicken truthful place stink many month fellow member prepared substantiate claim make request low level stale air uncomfortable high level stale air become unhealthy breathe unhealthy level stale air cause skin irritation headache fatigue especially dangerous individual underlying condition like allergy respiratory problem gymnasium decline good blaming personnel start take health safety customer seriously disturbingly shock,anger,0.43915891647338867
1,2023-11-17,Toilets are often dirty and they are…,toilet often dirty unisex class open space poor quality,disgust,0.5816901326179504
1,2023-11-18,Not a good start,great start join booked induction person suppose show contact rich see strike rule class also app say induction lie second visit min round trip would normally area saturday first impression pretty old grubby cleaning station well stock one observation mean people bother edit see go way contact manager honest would know sure feedback date experiance easily able check pretty unhelpful reply review actually much proactive,joy,0.517322301864624
1,2023-02-19,I was supposed to have 2 hours free…,suppose hour free parking receive pcn parking fine shall cancel membership,sadness,0.7383651733398438
2,2023-11-10,Puregym Sutton Coldfield …,couple issue need attention write letter manager include mobile email address fail respond issue still exist,neutral,0.45208898186683655
1,2023-11-17,Where do I start been with you from the…,start day start weston super mare fair good go bad let start cardio machine dirty filthy air conditioning turn summer get baked alive manager tell olly morris control set head office touch try save money please mention environment read let move new manager rude bad mannered one reading think join weston please asthma humidity finish god new opposite site weston hr sauna hot tub steam room air con turn come back last day go survive heat look wiki billion pound company good enough,anger,0.3212066888809204
1,2023-11-16,I only come here because of the lack of competition,£ thats much membership cost per month old tired squeaky rusty something break take week repair everything often leave wait someone finish foolish assume make huge deal build well upgrade bring brand new look feel late kit would mean new replace old total refresh nope youve get rid cardio keep various service treadmill place add functional area clear space weight machine uncomfortably squeeze together fantastic air con patchy best oven summer freeze winter shower tepid desperate need upgrade morning without prior warning via social medium email member gent shower close grout surely plan week could send simple email advise shower would unavailable reason busy competition area expect membership plummet snap fitness open people realise well alternative,sadness,0.8948407173156738
1,2023-11-15,Today I went on the leg curl machine…,today go leg curl machine realise hols block use mean unable use machine imagine alot others mean cater everyone see would block hole people small thigh use machine available half year anyway go alot around country nobody ever crazy,surprise,0.6759775280952454
2,2023-11-14,When I joined I thought I could use all…,join thought could use except central london one shower changing room grubby water barely warm *home harlow people sleep hydro massage bed sit age,surprise,0.3616721034049988
1,2023-11-13,Terrible,week try contact response try email facebook twitter still reply pay member ask join try book class unable enter well change another contact staff issue like arise,neutral,0.5030612349510193
1,2023-11-11,The ladies section has limited equipment,lady section limit need smith machine asap lady section jd road well range,neutral,0.7972574830055237
1,2023-11-14,Cold showers.,cold shower please stop say temperature set instead pro active go take shower far cold,neutral,0.6268351078033447
1,2023-11-13,free weights area is small and gets…,free weight area small get cramp risky lead injury bench enough barbell gymn big,fear,0.49980196356773376
1,2023-11-13,BROTHERHOOD PETERBOROUGH PUREGYM,peterborough brotherhood suspend membership without give reason explanation contact member team advise contact contact tell go back devastated keep charge every month yet give explanation block way even request refund one speak write multiple email yet answer anyone value customer please keep away scammer even make effort deal,sadness,0.9368017315864563
2,2023-10-14,Way too busy,way busy barely available go go really late night early morning,neutral,0.4413693845272064
1,2023-11-11,Obvious discrimination,housemate f look together class look trial class write member service ask trial offer free day pas told trial purchase membership write back screenshot divergent response tell difference treatment either member housemate fact never member join member year point membership detail ‘membership base trial table apparent difference housemate male asian name female asian background everything else equal conclude member service case discriminate basis either race gender come back obvious treat everyone equally everything life action speak louder word,anger,0.3599364757537842
1,2023-11-12,Full of kids on their mobile phones,full kid mobile phone weight leave floor staff non existent poorly maintain machinery,sadness,0.8039793372154236
1,2023-11-11,Pure Gym Hayes  Closed,hayes well manage suddenly constantly alots maintain damage shut without notice email sm use close notice receive notification go find lock closed notice really wasting time money think leave,surprise,0.9040324091911316
1,2023-09-27,The worst customer service I have…,worst customer service receive long time recently join wanted change direct debit date payday email number customer service work bear mind join th september email rd october request direct debit date change send auto response receive response never receive one tried change app online good date come direct debt collect fail receive email log account late fee admin fee try log even respond email provide talk customer service answer automate response ask log account try account block cannot log appal lack customer service receive someone simply job respond week ago try collect direct debt end october would situation also cancel class th october find app email correspondence,sadness,0.6366605162620544
1,2023-11-10,The Yanga sports water membership,yanga sport water pay membership sudden min time limit fill bottle time ridiculous website clearly state unlimited water min restriction pay monthly membership refill water every min hack squat leg press month two month still sort,surprise,0.5333771109580994
2,2023-11-09,A lot of equipment broken and run down.,lot broken run know base cheap alternative expect least able use stepper york order odd break lot run machine lot seat longer adjustable area recall ever see many thing broken use,sadness,0.5448588132858276
1,2023-11-02,I had the unfortunate experience of…,unfortunate experience member must say staff good time however one staff particular leave disappointed pleased typically good experience puregyms often feel compelled write bad review encounter staff member consistently disappoint first foremost customer service provide abysmal seem disinterested indifferent need concern member go motion without genuine care people suppose serve never felt welcomed value member make visit truly underwhelming experience additionally find unprofessional behavior instance engage personal conversation phone often ignore need member require assistance question unreasonable expect certain level professionalism courtesy staff fitness facility additionally overheard time make fun member theyve walk away make inappropriate comment say unable get woman name manager make exceptionally bad short middle age african woman would like deal immediately ruin experience u,anger,0.400022953748703
1,2023-11-08,"disgusting, misogynistic class",friend disgraceful experience canary wharf book onto learn lift session call website fitness coach” app tell u wait functional area arrive minute early minute minute class meant start saunter start go men change room another pt speak earlier call look u ask wanted explain class proceeds look u like piece dirt passively aggressively explain wait table entrance explain app tell u wait functional area proceeds say need wait table know table need go” attitude attempt mansplain table absolutely disgust go walk away ask whether take session say would come back late experience felt incredibly misogynistic two female goer knock confidence ever come back woman treat attitude towards fact wait whilst right area disgust cancel membership feel comfortable around future ask remove personal detail unfortunately woman goer warn would good hear back manager incident ala still wait edit see reply reply receive google twitter get touch manager previous write review still response …,disgust,0.7060878872871399
1,2023-11-06,"Very busy, mostly for weight training.",busy even peak time weight train attracts kind clientele new user,neutral,0.6326100826263428
1,2023-10-02,Bad management and staff,could give zero star would since lockdown go hill stayed staff change know run filthy whenever clean wipe come back black unsure clean take place witness pt leave weight floor set great standard others try email concern inappropriately approach trainer stop reply meant arrange talk walk last week voice concern person manager overheard say yeah laugh cancelled membership laugh face customer concern absolutely disgust,disgust,0.8537563681602478
2,2023-11-08,Considering leaving this gym.Its no…,consider leave frill sauna swim pool £ least give customer hot shower water temperature luke warm bordering cold think twice join like hot shower refer ti habourside bristol,anger,0.7538700103759766
1,2023-11-07,Terrible first visit not sure I’m returning,today first day really let recently start work coventry home sutton coldfield go peak membership want class work want pay high membership fine get today get ready drive coventry class book onto told one book cancelled class ask sent email message tell people say say would get get say ‘oh right walk round point machine exactly sure acceptable pay pay class whether one person twenty class taught leave pay get pay joined class time expect turn n hope might actually get pay really really disappointed take much get right headspace get back n work around diary split time birmingham coventry get super early let bad service sure go go back sad really expect guy job pay regard response yet show lack interest customer service satisfaction instead tell contact people mention reply would easier include information information original review email tell u day time name seriously difficult place make angry stay away see start finish way thing deal waste time money,sadness,0.8680187463760376
1,2023-10-14,The Enfield gym is a poor gym,enfield poor every time problem need close recommend,neutral,0.46776971220970154
1,2023-10-15,No parking - members are fined for parking,several others mention member never tell register car reg every time enter result several member receive park charge £ management never take responsibility clearly evident free parking allow available access mention park situation include join instruction term instead problem emerge management silently add paper warn need enter car reg tablet almost hide behind wall waste time money sanity become member cancelling mine,sadness,0.4350539743900299
1,2023-11-06,Not amazing,overcrowd big free area always close class exasperate issue ceiling always leak never turn air con warmer month staff aimlessly walk around sporadically enforce rule never hear year member unfortunately find issue specific attend one nottingham manchester london always pleasant however decide move different need final push today thank,anger,0.4067663550376892
1,2023-11-04,Saturday at wrexham puregym..,saturday wrexham music cold shower constantly remind safe place harrased 🤔 use year always safe harrasment use,fear,0.41194987297058105
1,2023-11-04,It's far too hot,hot appreciate outside temperature drop temperature far high bit cold well soon warm start work hot sweat even start hotter living room home change go find another intolerable moment also help think would save money turn heat,anger,0.89606112241745
1,2023-11-03,worst hygiene in recorded history,bad hygiene ever see review go back several year say disgust place yet nothing puregyms sanitizer hand towel place even soap toilet work hand dry staff tell bring sanitizer disgraceful usually go oval weekend stick sh@t hole always put meaningless generic response see pathetic,disgust,0.6207672357559204
1,2023-11-03,Very nasty gym!,nasty staff unprofessional uncivilised jealous racist toward people colour see many white folk workout bare foot nobody ever tell nothing problem go back school mf uneducated poor thing would work alexander mcqueens shoe one guy police officer whenever see black person drive good expensive car game policy follow certain group people innit strange listen yeah say say due experience thing life either mr madam work one among time golden go start argument stranger huh kind person one pick harassed staff first place know exactly people like always look chance act accordingly plus even member anymore plenty nice rather make feel attack disrespected harass literally tolerate disrespect embarrassment take sh** seriously either second week since join bad experience immediately remove fat interested love ngl nasty derby,anger,0.8629855513572693
1,2023-11-03,PureGym Burnham,without doubt bad ever visit dirty outdated men locker room permanently smell human waste bo absolutely disgust member seem join local primary school etiquette every visit stressful particularly since epidemic car break car park even sign door state disgust place every level,disgust,0.9715453386306763
